author,published_date,updated_date,like_count,comment,vader_sentiment
@Orpilorp,2024-01-19 17:11:03+00:00,2024-01-19 17:11:03+00:00,73.0,Praise God for president Milei! I&#39;m so happy for you Argentina! You will be a shining light for all of the world.,positive
@craignedoff991,2024-01-19 17:10:59+00:00,2024-01-19 17:10:59+00:00,0.0,"Bizarrely, the more laws, the more criminals, until life itself becomes a criminal activity..and you merely survive at the whim of the Regime..",negative
@Delsto5,2024-01-19 17:10:57+00:00,2024-01-19 17:10:57+00:00,8.0,I am a Libertarian and this is the best articulation of the ideas at the core of this creed I have ever seen.,positive
@onehouse112,2024-01-19 17:10:37+00:00,2024-01-19 17:10:37+00:00,0.0,Absolutely right!,neutral
@ahealthyperspective1283,2024-01-19 17:10:14+00:00,2024-01-19 17:10:14+00:00,0.0,🔥,negative
@stinkingrocket492,2024-01-19 17:09:28+00:00,2024-01-19 17:09:28+00:00,0.0,This is an A.I. it’s not wrong though.,positive
@War_mania,2024-01-19 17:09:08+00:00,2024-01-19 17:09:08+00:00,0.0,And People call him crazy<br>....,neutral
@samnicolds7096,2024-01-19 17:08:50+00:00,2024-01-19 17:08:50+00:00,0.0,"And just like that!, Argentina has the most courageous, moral, intelligent, righteous, objective, caring, and selfless leader in the world! There’s still good people in the world! Thank heaven!!",positive
@jasonjohnson6344,2024-01-19 17:08:48+00:00,2024-01-19 17:08:48+00:00,0.0,Thank you for posting this 👍🇺🇸,positive
@stinkingrocket492,2024-01-19 17:08:46+00:00,2024-01-19 17:08:46+00:00,1.0,Pretty sure this is A.I.,positive
@keithhunter4249,2024-01-19 17:08:43+00:00,2024-01-19 17:08:43+00:00,0.0,Thanks for sticking another Maga finger in Clauses eye Make Argentina Great Again,positive
@stephenfennell,2024-01-19 17:08:41+00:00,2024-01-19 17:10:28+00:00,0.0,"His lips are moving in English, not Spanish. I suspect AI not only translated the audio but also changed the video to make his lip patterns match the translated version. <b>That means whoever directed the AI to make these changes could have changed the speech to say whatever he wanted.</b>",positive
@jacobwood7083,2024-01-19 17:08:35+00:00,2024-01-19 17:08:35+00:00,0.0,This AI translation is scarily good,positive
@xefilz4927,2024-01-19 17:08:27+00:00,2024-01-19 17:08:27+00:00,1.0,Davos 2024 HYPOCRISY-CON is on fire!!!,negative
@xefilz4927,2024-01-19 17:08:00+00:00,2024-01-19 17:08:00+00:00,1.0,Only speech that matters at the Davos 2024 HYPOCRISY-CON!,positive
@jenniferthanhhango5018,2024-01-19 17:06:55+00:00,2024-01-19 17:06:55+00:00,8.0,Listened 3rd time to soak in his wisdom!❤❤❤❤,positive
@brien2911,2024-01-19 17:06:51+00:00,2024-01-19 17:06:51+00:00,1.0,Truth,positive
@rv442conv,2024-01-19 17:06:47+00:00,2024-01-19 17:06:47+00:00,0.0,I&#39;d like to see action different than same old thing,positive
@robwulz3493,2024-01-19 17:06:43+00:00,2024-01-19 17:06:56+00:00,0.0,Based !,neutral
@LouieGrind,2024-01-19 17:06:42+00:00,2024-01-19 17:06:42+00:00,0.0,"I agree on some things, disagree on some things.",neutral
@relevantelevant8203,2024-01-19 17:06:36+00:00,2024-01-19 17:06:36+00:00,0.0,They are not going to invite him back😂😂,positive
@phnx4life,2024-01-19 17:06:25+00:00,2024-01-19 17:06:25+00:00,0.0,Where&#39;s the millions of views? Unless...YouTube is at it again?,neutral
@jeffrucks4477,2024-01-19 17:06:12+00:00,2024-01-19 17:06:12+00:00,0.0,Vote him for president of US.,neutral
@awandererTJ,2024-01-19 17:06:00+00:00,2024-01-19 17:06:00+00:00,0.0,"This guy is a dangerous clown living in a fairytale. Some of what he says is true, but corrupt capitalism isn&#39;t any better that corrupt socialism.",positive
@craignedoff991,2024-01-19 17:05:53+00:00,2024-01-19 17:05:53+00:00,0.0,Acknowledging your predicament is the beginning of the solution..,positive
@buterjan,2024-01-19 17:05:18+00:00,2024-01-19 17:05:18+00:00,0.0,Excellent breath of fresh air at the WEF.,positive
@jailobadumbidun6244,2024-01-19 17:05:18+00:00,2024-01-19 17:05:18+00:00,1.0,This Man telling the truth and the truth destroyed globalization and Radical Democrats 🤣🤣😂🥹,positive
@Rongorongo69,2024-01-19 17:05:16+00:00,2024-01-19 17:05:16+00:00,7.0,"When someone speaks the truth to us, we absolutely know it and appreciate it.  Thank you Milei!",positive
@jordankendall86,2024-01-19 17:05:11+00:00,2024-01-19 17:05:11+00:00,0.0,Amen!,neutral
@patriciaingraldi4719,2024-01-19 17:05:05+00:00,2024-01-19 17:05:05+00:00,0.0,He&#39;s amazing!,positive
@oriqlx2166,2024-01-19 17:04:54+00:00,2024-01-19 17:04:54+00:00,0.0,"Well, you deserve this..👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏❤️❤️❤️",positive
@momilli5096,2024-01-19 17:04:48+00:00,2024-01-19 17:04:48+00:00,0.0,He is the puppet installed to make people believe the  W E F  again.,neutral
@craignedoff991,2024-01-19 17:04:03+00:00,2024-01-19 17:04:03+00:00,0.0,"Knowing an evil and triumphing over it, are 2 entirely different cats 🐈🐯",negative
@garyhirtz4392,2024-01-19 17:03:57+00:00,2024-01-19 17:03:57+00:00,0.0,And the elite of the usa sells coal to 70 different countries. Hypocrites.,neutral
@momilli5096,2024-01-19 17:03:35+00:00,2024-01-19 17:03:35+00:00,0.0,He is the puppet to make people believe the WEF again.,neutral
@mawnkey,2024-01-19 17:03:07+00:00,2024-01-19 17:05:15+00:00,1.0,&quot;You will own nothing and you will be happy.&quot;<br><br>How can <i>anybody</i> not treat the organization that brought us that slogan as anything less than a mortal enemy?,negative
@H8T3R,2024-01-19 17:03:03+00:00,2024-01-19 17:03:03+00:00,0.0,"Amazing, we need more people thinking like this !",positive
@johnhomewood9107,2024-01-19 17:03:01+00:00,2024-01-19 17:03:01+00:00,0.0,"Excellent speech. However, capitalism without a free market is a recipe for long term enslavement. Capitalism, if unregulated by community morals and justice, empowers ruthless psychopaths to become enormously powerful to the point that they control the political system and democracy becomes a charade. Another glaring error in his speech is the fact that energy is a main driving component of economic growth. It was the discovery of so called &#39;fossil&#39; fuels that vastly leveraged labour and facilitated the economic prosperity of the last 150 years. It was energy combined with capitalism. Now globalism combined with fascism threatens human freedom and individual prosperity.",positive
@therocknrollguitarlounge7057,2024-01-19 17:03:00+00:00,2024-01-19 17:03:00+00:00,39.0,Heck yeah!  God Bless Javier.  Example of how the USA should proceed.,positive
@user-sf6su1pq8u,2024-01-19 17:02:56+00:00,2024-01-19 17:05:39+00:00,0.0,"Good speech, I hope he&#39;s morally honest and helps Argentina become a great country for freedom. Historically Argentina&#39;s politicians have been a detriment to its citizens.",positive
@cloudk2088,2024-01-19 17:02:33+00:00,2024-01-19 17:02:33+00:00,0.0,He went to the heart of evil and cast light on it.,negative
@getacare2735,2024-01-19 17:01:31+00:00,2024-01-19 17:01:31+00:00,4.0,That was the highlight of davos. I&#39;ve never heard a politician speak so clearly and so passionate.,positive
@AliPi7,2024-01-19 17:01:18+00:00,2024-01-19 17:01:18+00:00,0.0,…meanwhile he hired ppl from the last admin to work for him…<br><br>Ppl seriously need to do their homework before blindly following these wolves in sheep’s clothing.,negative
@SageModeisOn,2024-01-19 17:00:09+00:00,2024-01-19 17:00:09+00:00,0.0,So glad to have people realize why capitalism is the best system for the rich and the broke… and why every other fails,positive
@badger_ironsight,2024-01-19 17:00:08+00:00,2024-01-19 17:00:08+00:00,0.0,think i might sell up and move to Argentina..,neutral
@mariatortorici6214,2024-01-19 16:59:58+00:00,2024-01-19 16:59:58+00:00,0.0,So proud of this man! A true leader!,positive
@peterthompson6651,2024-01-19 16:59:43+00:00,2024-01-19 16:59:43+00:00,1.0,"&quot;WEF,&quot; or should I say, the &quot;FEW&quot; will not like what he is saying?<br>This is the last time he will be invited to the &quot;FEW,&quot; or should I say &quot;WEF?&quot;",negative
@DaveBeaven-tx2tp,2024-01-19 16:59:42+00:00,2024-01-19 16:59:42+00:00,0.0,FIRST CLASS SPEECH.,neutral
@hi-if7lj,2024-01-19 16:59:41+00:00,2024-01-19 16:59:41+00:00,0.0,Central banks are the enemy,negative
@ananominity,2024-01-19 16:59:40+00:00,2024-01-19 17:02:47+00:00,58.0,The technology used in this video is simultaneously incredible and frightening. It not only translated from spanish to english but also created an overlay that makes his mouth reshape to match the words in english. We&#39;ve reached the point where it is impossible to distinguish reality from illusion.,positive
@welcometoWWW,2024-01-19 16:59:33+00:00,2024-01-19 16:59:33+00:00,0.0,Based Argentina what an absolute Chad.,neutral
@steveborgresistance8310,2024-01-19 16:59:31+00:00,2024-01-19 16:59:31+00:00,0.0,Keep up the great work ❤,positive
@reneemillan9787,2024-01-19 16:59:26+00:00,2024-01-19 16:59:26+00:00,0.0,"He gives all the credit of modern progress to capitalism, as if technology isn&#39;t the driving force. Although it&#39;s true that capitalism did fund technology, it also created the biggest divide between the poor and rich that has ever existed. Capitalism is also funding genocide as we speak.",positive
@stevensexton204,2024-01-19 16:59:13+00:00,2024-01-19 16:59:13+00:00,0.0,Javier Milei is smarter and wiser than all the leaders of the WEF put together and then some.,positive
@gekiryudojo,2024-01-19 16:59:11+00:00,2024-01-19 16:59:11+00:00,0.0,Your first mistake was fighting the English over the Falkland Islands. That didn’t go very well is it?😂,positive
@tomarmstrong1550,2024-01-19 16:59:04+00:00,2024-01-19 16:59:04+00:00,0.0,What planet do you need to be on to think the west is heading in a socialist direction. 😂,positive
@DBhhgff-bq4qc,2024-01-19 16:58:39+00:00,2024-01-19 16:58:39+00:00,0.0,👍,neutral
@williamlankford5659,2024-01-19 16:58:18+00:00,2024-01-19 16:58:18+00:00,0.0,Finally someone with balls that will tell it like it is,positive
@sarita3337,2024-01-19 16:57:36+00:00,2024-01-19 16:57:36+00:00,1.0,"The problem is those at the WEF have been getting mega-rich off these violent, impoverishing cultural Marxist tactics.  It&#39;s a business to them.  They don&#39;t want to lose their  highly profitable business.  And it&#39;s a business that they lie about and call, &quot;benevolent,&quot; the one thing it is not.  It is anti-family, violent, it is anti-human, it is sexually perverse, it is depressing to the mind and diminishing to the soul, and offers nothing whatsoever to look forward to for anyone.",negative
@JeffHoneyager,2024-01-19 16:57:28+00:00,2024-01-19 16:57:28+00:00,0.0,"Javier Milei, President of Argentina is my hero!",positive
@SpryteLorianoGlobalCitizen,2024-01-19 16:56:44+00:00,2024-01-19 16:56:44+00:00,0.0,Bravo!,neutral
@benitaalmond3991,2024-01-19 16:56:38+00:00,2024-01-19 16:56:38+00:00,0.0,"He told those goons to go to hell in such a way they looking forward to the trip,",negative
@MyGeorge1964,2024-01-19 16:56:38+00:00,2024-01-19 16:56:38+00:00,0.0,"Something told he was wacky... but, that..., I didn&#39;t expect. Well done my &#39;wacky&#39; Argentinian brother!",positive
@davidshoemaker8066,2024-01-19 16:56:36+00:00,2024-01-19 16:56:36+00:00,0.0,This could be the most important speach of of our current times. Listen to him. Listen. He is right.,positive
@isaacortiz6712,2024-01-19 16:56:32+00:00,2024-01-19 16:56:32+00:00,0.0,Wow this man is a true leader GOD bless him and protect him,positive
@ck4maga943,2024-01-19 16:56:30+00:00,2024-01-19 16:56:30+00:00,0.0,Thank God for this man.  Thank you President Milei for speaking truth!,positive
@JudeMz1,2024-01-19 16:56:30+00:00,2024-01-19 16:56:30+00:00,0.0,Finally .  Someone speaks truth.,positive
@johnappel2114,2024-01-19 16:56:23+00:00,2024-01-19 16:56:23+00:00,0.0,I wish we had been taught this school!,positive
@martinrebry1810,2024-01-19 16:56:12+00:00,2024-01-19 16:56:12+00:00,2.0,"Best economic and political speech in years, leaving all political leaders in shackles",positive
@ianhd9396,2024-01-19 16:56:07+00:00,2024-01-19 16:56:07+00:00,0.0,Wow so subtitles and dubs just became obsolete,positive
@elaineinarizona6354,2024-01-19 16:55:43+00:00,2024-01-19 16:55:43+00:00,0.0,"Push back against Globalism. Stand for YOUR country. I pledge allegiance to the flag of the United States of America and to the Republic for which it stands, one Nation under God, indivisible, with liberty and justice for all. STAND and speak out for your country. Globalism will destroy us all.",positive
@IgshaanBarnes-pk5uo,2024-01-19 16:55:38+00:00,2024-01-19 16:55:38+00:00,0.0,How does it help to only praise and  advertises the benefits of Western  Capitalists and exempt the harm of it. The evil way elites practise their brand of capitalism benefits only them.,positive
@Nadsenoj,2024-01-19 16:55:29+00:00,2024-01-19 16:55:29+00:00,0.0,"OMG is that scary! the realism of AI screwing with his mouth, accent, and video capture. we should be worried. this could  have been used to deliver a totally different message. Everyone must watch out! Javier Milei has blessed the people of his nation, I hope it&#39;s contagious to other countries to see this as the truth proven from our past.",positive
@joelkirby3430,2024-01-19 16:55:23+00:00,2024-01-19 16:55:23+00:00,0.0,Prayers for his safety 🙏💪❤️,positive
@donnaleland3248,2024-01-19 16:55:21+00:00,2024-01-19 16:55:21+00:00,0.0,A good argument for opposing the reptilians of Davos and the WEF. These folks are not our friends!,negative
@leftwingersareweak,2024-01-19 16:55:09+00:00,2024-01-19 16:55:09+00:00,4.0,Stunning speech. He&#39;s fighting against very rich and powerful people. I hope his message endures and is implemented.,positive
@jacquisouza5008,2024-01-19 16:55:04+00:00,2024-01-19 16:55:04+00:00,0.0,They are going to bad mouth this brave man like they do Trump. God bless him and keep him safe.,positive
@johniat6753,2024-01-19 16:55:00+00:00,2024-01-19 16:55:00+00:00,0.0,When the Markets eventually collapse it will wipe out 1/3 of the world .. most essential Commodities have tripled in price since 2020,negative
@DJWezzyK,2024-01-19 16:54:50+00:00,2024-01-19 16:54:50+00:00,0.0,"I think, just like Putin and Trump who said the same, He ain&#39;t getting another invite next year.",positive
@ChameleonThe13,2024-01-19 16:54:41+00:00,2024-01-19 16:54:41+00:00,0.0,"Problem is that he talks &quot;per capita GDP&quot; which is trick-statistics. It grew, because wealthy people are getting super wealthy, while more and more regular people are getting poorer and poorer! In &quot;average&quot;, GDP grew, but that is just a mask.",positive
@D_J1983,2024-01-19 16:54:25+00:00,2024-01-19 16:54:25+00:00,2.0,Amen Dear Sir! I hope to meet you one day! Blessings! 🙏🏻,positive
@georgesipple1356,2024-01-19 16:54:17+00:00,2024-01-19 16:54:17+00:00,66.0,Very Brave man to speak this truth in the belly of the beast! God bless you sir!,positive
@Ample17,2024-01-19 16:54:14+00:00,2024-01-19 16:54:14+00:00,0.0,"Thanks for providing this Farzad, its important! <br><br>Klaus Schwab must be furious 😂",positive
@peterblake548,2024-01-19 16:54:11+00:00,2024-01-19 16:54:11+00:00,167.0,"And they ask, what can one person do. This was an outstanding presentation from this very brave and brilliant  human being.",positive
@jhoenjet,2024-01-19 16:54:07+00:00,2024-01-19 16:54:07+00:00,0.0,"They all are still going for their own kapatalism. That, till now, has been their life-goal. Their episode is ending, and they know it.",neutral
@waynecarson8635,2024-01-19 16:54:02+00:00,2024-01-19 16:54:02+00:00,7.0,When I saw my daughter &quot;reading&quot; the upside down newspaper in her car seat on the way to preschool I realized she would do EVERYTHING she saw me do. Some lessons are best learned first hand as we rarely question those lessons as opposed to the lessons we are &quot;taught&quot;. Like touching the hot stove.,positive
@julianciahaconsulting8663,2024-01-19 16:53:46+00:00,2024-01-19 16:53:46+00:00,0.0,NOT SO FUN FACT - The USA donated 60 million dollars to the WEF  in 2022 to help it pay for the costs of its annual meeting in Davos.....,negative
@TravisFulton-uf8kk,2024-01-19 16:52:09+00:00,2024-01-19 16:52:09+00:00,0.0,Fantastic Speech! If only 10% of those listening convert to Real Capitalism (not crony) the world will be a better place!,positive
@ducksies,2024-01-19 16:51:49+00:00,2024-01-19 16:51:49+00:00,0.0,Bravo!,neutral
@julianciahaconsulting8663,2024-01-19 16:51:19+00:00,2024-01-19 16:51:19+00:00,0.0,One of the greatest most important speeches of the post World War 2 era  - its time the billionaire elites and many of our leaders wake up and face the reality that We The People do not want anything that  the World Economic Forum offers and if they continue we will take measures against them,positive
@edh6096,2024-01-19 16:51:02+00:00,2024-01-19 16:51:02+00:00,0.0,"WOW!!  Perfect slam of the Socialists, Communists, Eco-Weirdos, and One World Goverment Tyrants!!!   Love this Argentine Javier Milei,   Hurrah!!",positive
@jram0001,2024-01-19 16:50:59+00:00,2024-01-19 16:50:59+00:00,0.0,FJB and F Kluss Schwab,neutral
@rogerfreeman6787,2024-01-19 16:50:58+00:00,2024-01-19 16:50:58+00:00,0.0,"Anyone who wants to understand this better, can read any books by Murray Rothbard, Ludwig Von Mises, or Lew Rockwell.",positive
@user-fj1qg9qp5k,2024-01-19 16:50:57+00:00,2024-01-19 16:50:57+00:00,0.0,Best speech I have ever heard.,positive
@charlenelohnes4698,2024-01-19 16:50:16+00:00,2024-01-19 16:50:16+00:00,6.0,I&#39;m 💯 behind this guy. A great read I truly am very happy with his great speech..from wef PM  from Argentina..,positive
@markdc1145,2024-01-19 16:50:10+00:00,2024-01-19 16:50:10+00:00,0.0,Impressive!,positive
@rk69rk,2024-01-19 16:50:09+00:00,2024-01-19 16:50:09+00:00,0.0,👏👏👏💯,neutral
@Cberk03,2024-01-19 16:49:40+00:00,2024-01-19 16:49:40+00:00,0.0,Time to move to Argentina I guess,neutral
@sparkleybitz,2024-01-19 16:49:31+00:00,2024-01-19 16:49:31+00:00,0.0,"A big fuck you to the world economic forum, Well said President Javier Milei",negative
@TheArgue78,2024-01-19 16:49:25+00:00,2024-01-19 16:49:25+00:00,0.0,Wow truth is a harder and more violent than any socialism 😊,positive
@fragelicious,2024-01-19 16:47:45+00:00,2024-01-19 16:47:45+00:00,0.0,"I want, I want, I want.",positive
@johnsaltzohuigin6660,2024-01-19 16:47:35+00:00,2024-01-19 16:47:35+00:00,0.0,"Illegal experimentation is the American way.  People need to understand our flag. It originates with the East India Company flag.  They changed headquarters to the 13 Colonies, stars. Then shifted one stripe from white to red, global colony occupied.  Thus the American flag. BUT THEY ARE STILL PIRATES!!!",negative
@martinemjt,2024-01-19 16:47:21+00:00,2024-01-19 16:47:21+00:00,0.0,"long live freedom, dammit!!!",positive
@elizabethcloutier8093,2024-01-19 16:47:19+00:00,2024-01-19 16:47:19+00:00,0.0,A leader I think!,neutral
@williamspokes3461,2024-01-19 16:47:08+00:00,2024-01-19 16:47:08+00:00,0.0,"Wow! He makes so much sense on so many levels <a href=""UCkszU2WH9gy1mb0dV-11UJg/JAJ1XpGpJYnW8wTupZu4Cw""></a>",positive
@markfrancis5164,2024-01-19 16:46:28+00:00,2024-01-19 16:48:56+00:00,38.0,"WOW - Clear concise case for growth and progress through individual freedom to be creative, productive, imaginative &amp; successful.  If only the WEF had ears for this refreshing message.  I love this man.",positive
@user-iq6os1ip9e,2024-01-19 16:46:14+00:00,2024-01-19 16:46:14+00:00,0.0,The best lesson on reality I have ever heard …,positive
@1244izzy,2024-01-19 16:45:56+00:00,2024-01-19 16:45:56+00:00,0.0,Wow... this man is brave!,positive
@lavernescarberry9799,2024-01-19 16:45:34+00:00,2024-01-19 16:45:34+00:00,0.0,Great😊,positive
@joeforbes2885,2024-01-19 16:45:34+00:00,2024-01-19 16:45:34+00:00,0.0,Forgot to mention that China is reason global poverty has been reduced. Tak China out and we&#39;ve been declining. The capitalists are in bed with the government.,negative
@kimberlydougall2200,2024-01-19 16:45:23+00:00,2024-01-19 16:45:23+00:00,1.0,Finally someone with some balls,neutral
@christopherhartline1863,2024-01-19 16:45:02+00:00,2024-01-19 16:45:02+00:00,0.0,Sh*t. I think I&#39;ll be moving to Argentina.,neutral
@reddoggie554,2024-01-19 16:44:33+00:00,2024-01-19 16:44:33+00:00,0.0,Ayn Rand would be proud!,positive
@davidshoemaker8066,2024-01-19 16:44:26+00:00,2024-01-19 16:44:26+00:00,0.0,&quot;You cannot help others without helping yourself&quot; libertarianism and capitalism are the most incredible ideologies and structures that have ever been built or persued.,negative
@samanthachapman8025,2024-01-19 16:44:10+00:00,2024-01-19 16:44:10+00:00,0.0,I totaly agree with Javier well said,positive
@travisjazzbo3490,2024-01-19 16:43:51+00:00,2024-01-19 16:43:51+00:00,1.0,God Bless Argentina for electing this man! Argentina&#39;s articulate Trump!,positive
@hadenjohnson5695,2024-01-19 16:43:51+00:00,2024-01-19 16:43:51+00:00,0.0,"Chopped out too much, sounds like a mess.",neutral
@joebast1842,2024-01-19 16:43:45+00:00,2024-01-19 16:43:45+00:00,0.0,My man been watching George gammon!,neutral
@whaddonutube,2024-01-19 16:43:45+00:00,2024-01-19 16:43:45+00:00,0.0,"&quot;Capitalism is the best system for the world!   And by the world, I apparently mean only GDP.  Happiness index, freedom, and healthcare outcomes can go fuck themselves.&quot;",positive
@user-ip4jq3iq3d,2024-01-19 16:43:05+00:00,2024-01-19 16:43:05+00:00,0.0,Absolutely correct!,neutral
@ljb9983,2024-01-19 16:42:57+00:00,2024-01-19 16:42:57+00:00,0.0,Imagine Jewish organisations enabling Capitalism and Communism equally. Almost like they weaponise but of course they are just clever philosophers…,positive
@travisjazzbo3490,2024-01-19 16:42:35+00:00,2024-01-19 16:42:35+00:00,0.0,&quot;when one analyzes the data...&quot; Yeah... they aren&#39;t going to look at things like facts and logic and reason.... NOT THEIR AGENDA!,positive
@thefrenchspacer,2024-01-19 16:42:21+00:00,2024-01-19 16:42:21+00:00,0.0,"Mises, Rothbard, Hayek; Bastiat...would be so proud",positive
@toucheturtle1976,2024-01-19 16:42:11+00:00,2024-01-19 16:42:11+00:00,0.0,👏👏👏👏👏....🖕 WEF,neutral
@georgehoyn916,2024-01-19 16:42:01+00:00,2024-01-19 16:52:26+00:00,0.0,"I hope those so-called socialists are listening and hearing some facts from a person that has been living it with the CCP supposedly helping and failed with a bigger disaster then these people had, not much different to other countries adopting and using this socialist and communist system destroying country after country just look back at all those who the USSR claims it helped failed Now, they have invented climate change destroying economy after economy where the west must adopt but the communists and socialists can stall pleading poor yet like the CCP are quite all right with UN classification of developing country being 2nd world economy with a military second to none developing weapons to destroy us all shooting weapons into orbit to destroy us all manipulating countries to do their bidding to destroy all working well How right is this leader who is speaking to the world as a leader who the world hasn&#39;t seen for a long time UN needs to take not as do the US democrats with J Biden",negative
@J.Donnelly,2024-01-19 16:41:49+00:00,2024-01-19 16:41:49+00:00,0.0,"This seems like a tactic to regain trust, and that the wef is not so bad after all. Pretty sure that was one of their goals this year.",positive
@bitsmart...,2024-01-19 16:41:45+00:00,2024-01-19 16:41:45+00:00,0.0,God bless and protect true FREEDOM FIGHTER Milei and Argentina!!!,positive
@peter7624,2024-01-19 16:41:35+00:00,2024-01-19 16:41:35+00:00,0.0,"I like this guy, he has his marbles all in order, he deplores socialism, as everyone in the free West should. To do oherwise is showing gross stupidity or malign intention.",negative
@richarddejong4776,2024-01-19 16:41:34+00:00,2024-01-19 16:41:34+00:00,0.0,Great speech..👊🏻,positive
@barbaramalevitch1802,2024-01-19 16:41:16+00:00,2024-01-19 16:41:16+00:00,339.0,"He said “women”, “man”, that alone pissed them off….. BRILLIANT!!!!! One leader with a brain, and compassion for his people!!!! He’s SPOT ON!!!! They won’t ask him back because they know every dam thing he says is TRUTH!!!!! God bless him!!!!!!!❤️🇨🇦",positive
@iiivica1,2024-01-19 16:41:13+00:00,2024-01-19 16:41:13+00:00,0.0,2026. RUSSIA MAKE ISTAMBUL CONSTANTINOPOLIS AGAIN,neutral
@timberskid,2024-01-19 16:41:11+00:00,2024-01-19 16:41:11+00:00,0.0,Thanks!,positive
@karenblock6352,2024-01-19 16:40:39+00:00,2024-01-19 16:40:39+00:00,0.0,FINALLY SOMEONE WHO IS ACTUALLY SMART IS SPEAKING THE TRUTH,positive
@OhezzO,2024-01-19 16:40:36+00:00,2024-01-19 16:40:36+00:00,0.0,"dont use AI to do translations... it sucks, YT subtitles are alot  better",positive
@TheArgue78,2024-01-19 16:40:35+00:00,2024-01-19 16:40:35+00:00,0.0,May god  protect him may gods protect him,positive
@japojo1958,2024-01-19 16:40:20+00:00,2024-01-19 16:40:20+00:00,0.0,This guy spoke in the middle of the deepest pits of hell...and he got away with it!,neutral
@tomfrost02,2024-01-19 16:40:19+00:00,2024-01-19 16:40:19+00:00,0.0,Dif he make it home safely,positive
@allegrabraun7545,2024-01-19 16:39:38+00:00,2024-01-19 16:39:38+00:00,0.0,Accept<br>Balance<br>Common Sense,neutral
@timberskid,2024-01-19 16:39:36+00:00,2024-01-19 16:39:36+00:00,0.0,"If only the old horses of the world like America, Europe and the rest of South America . Africa, ME, etc. would get up and hear this!  Excellent and true!  we must stop the obvious slide toward tyranny globally which ends in war and the loss of human flourishing everywhere.  Milei has the morality right.. the moral principles.",positive
@mrunderhill3970,2024-01-19 16:39:12+00:00,2024-01-19 16:39:12+00:00,0.0,Globalists have done quite well with crony capitalism but they want it all,positive
@martinheath5947,2024-01-19 16:39:08+00:00,2024-01-19 16:39:08+00:00,0.0,Very impressive how the AI remodels his features to speak in voice matched English translation. And terrifying,neutral
@user-ru2kr1ns7h,2024-01-19 16:38:51+00:00,2024-01-19 16:38:51+00:00,0.0,"Finally, an intelligent treatise about the best system of Capitalism versus repressive Socialism.",positive
@harleycheeze,2024-01-19 16:38:40+00:00,2024-01-19 16:38:40+00:00,0.0,Defs a bigger f-you to wef than trumps speech at the wef what a legend,neutral
@churchofclaus,2024-01-19 16:38:38+00:00,2024-01-19 16:38:38+00:00,0.0,"unfortunately, no one there cares about freedom or cares what he has to say",positive
@aminushaibu3793,2024-01-19 16:38:32+00:00,2024-01-19 16:38:32+00:00,0.0,Fantastic speech.,positive
@KenBuzza747,2024-01-19 16:38:32+00:00,2024-01-19 16:38:32+00:00,8.0,"I did wonder why he was going to this event, now I know why, excellent speech",positive
@steinardahn8660,2024-01-19 16:38:23+00:00,2024-01-19 16:38:23+00:00,0.0,Here I can only see the congregation&#39;s comments.  - Poor Argentina.🌘-&gt;🌑,negative
@truthlover3160,2024-01-19 16:37:52+00:00,2024-01-19 16:37:52+00:00,0.0,Go Javier! Go Javier!,neutral
@fragelicious,2024-01-19 16:37:12+00:00,2024-01-19 16:37:12+00:00,1.0,As an American I learned more about economics from his speech than I learned in 12 years of liberal education in America.,neutral
@ernsailor9041,2024-01-19 16:37:10+00:00,2024-01-19 16:39:29+00:00,0.0,"Well they wont be inviting him back next year although they probably wont need to worry, there&#39;s going to be a few interestingly fortunate accidents happening this year.",positive
@elguapo1507,2024-01-19 16:37:07+00:00,2024-01-19 16:38:14+00:00,42.0,I loved this man from the very first time I learned of him just a few months ago. This man is the ONLY voice of sanity in the world at this moment in time. I would be very surprised if the number of Falkland Islanders who might rethink their future under THIS man increases. What a place to tell them to rethink their ideas! At the very heart of the place they see as home! Well done President Milei!,positive
@honesty-ist-cool,2024-01-19 16:36:43+00:00,2024-01-19 16:36:43+00:00,2.0,"BRAVO, yes what an AMAZING speech. It&#39;s the best speech the WEF ever had since it existed ❤. Very Logical thinking with proofs from many countries in centuries. <br><br>I wish president Miley the very best, may he could be successful.",positive
@garry4816,2024-01-19 16:36:34+00:00,2024-01-19 16:36:34+00:00,0.0,Just watched the likes go to zero!,positive
@user-ty6xv1nb5u,2024-01-19 16:36:25+00:00,2024-01-19 16:36:25+00:00,0.0,FREEDOM!!!!,positive
@webreakforsquirrel4201,2024-01-19 16:35:57+00:00,2024-01-19 16:35:57+00:00,0.0,This is an interesting post coming from someone that favors government financial incentive intervention in the auto market. <br>Must just appear to look good whilst being a total hypocrite.,positive
@mattbarker3789,2024-01-19 16:35:52+00:00,2024-01-19 16:35:52+00:00,0.0,NWO 🫵99 🎈,neutral
@reddoggie554,2024-01-19 16:35:37+00:00,2024-01-19 16:35:37+00:00,0.0,Milton Friedman is smiling in his grave!,positive
@ondrejkrump7576,2024-01-19 16:35:35+00:00,2024-01-19 16:36:08+00:00,0.0,what a joke. It is the most lazy repetition of basic tropes of neoliberal propaganda.<br><br>Let&#39;s watch what happen with Argentina under his watch and judge by that (if Lizz Truss was not enough),negative
